Article DOI,journal,year,publisher
10.1021/jm201546m,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmc.2018.04.055,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2018.05.023,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1021/jm201154p,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2017144,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300095s,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3002372,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmc.2018.05.020,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1021/acs.jmedchem.8b00204,Journal of Medicinal Chemistry,2018,American Chemical Society (ACS)
10.1016/j.bmc.2018.05.022,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmcl.2018.05.030,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmcl.2018.05.032,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmcl.2018.04.069,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmc.2018.05.016,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmcl.2018.05.040,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/jm201485c,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.ejmech.2012.04.041,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2018.05.024,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/np3001317,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/np300316b,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/np2009626,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1016/j.bmc.2012.06.032,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.06.044,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.06.025,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.06.094,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.105,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.086,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.06.049,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.07.019,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.026,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.014,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.087,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.020,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.07.006,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.06.096,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.088,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.079,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.012,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.07.012,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.07.011,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.07.007,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.07.032,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.034,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.044,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.046,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.102,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.045,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.07.010,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.07.063,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.088,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.069,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.068,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.062,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.079,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.094,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.074,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2017.04.060,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmc.2018.05.017,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2018.05.027,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmcl.2012.07.002,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.076,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.093,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.060,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.091,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1006/bbrc.1998.9298,Biochemical and Biophysical Research Communications,1998,Elsevier BV
10.1006/bbrc.1999.0475,Biochemical and Biophysical Research Communications,1999,Elsevier BV
10.1016/s0006-2952(00)00334-8,Biochemical Pharmacology,2000,Elsevier BV
10.1124/jpet.102.034728,Journal of Pharmacology and Experimental Therapeutics,2002,American Society for Pharmacology & Experimental Therapeutics (ASPET)
10.1016/s0006-2952(98)00212-3,Biochemical Pharmacology,1998,Elsevier BV
10.1042/0264-6021:3410529,Biochemical Journal,1999,Portland Press Ltd.
10.1124/mol.61.5.964,Molecular Pharmacology,2002,American Society for Pharmacology & Experimental Therapeutics (ASPET)
10.1021/bi0205404,Biochemistry,2002,American Chemical Society (ACS)
10.1016/s0014-2999(03)01381-5,European Journal of Pharmacology,2003,Elsevier BV
10.1254/jphs.94.197,Journal of Pharmacological Sciences,2004,Japanese Pharmacological Society
10.1124/jpet.102.045096,Journal of Pharmacology and Experimental Therapeutics,2002,American Society for Pharmacology & Experimental Therapeutics (ASPET)
10.1053/jhep.2002.34133,Hepatology,2002,Ovid Technologies (Wolters Kluwer Health)
10.1016/0005-2736(95)00178-7,Biochimica et Biophysica Acta (BBA) - Biomembranes,1995,Elsevier BV
10.1016/s0005-2736(00)00355-2,Biochimica et Biophysica Acta (BBA) - Biomembranes,2001,Elsevier BV
10.1023/a:1013699130991,Pharmaceutical Research,2002,Springer Science and Business Media LLC
10.1023/a:1011919319810,Pharmaceutical Research,1998,Springer Science and Business Media LLC
10.1021/js980132e,Journal of Pharmaceutical Sciences,1999,American Geophysical Union (AGU)
10.1152/ajpgi.1998.275.4.G789,American Journal of Physiology-Gastrointestinal and Liver Physiology,1998,American Physiological Society
10.1016/j.ejphar.2004.09.032,European Journal of Pharmacology,2004,Elsevier BV
10.1152/ajpcell.1998.275.4.C967,American Journal of Physiology-Cell Physiology,1998,American Physiological Society
10.1016/j.bmc.2018.05.014,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmcl.2012.08.018,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.010,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.029,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.051,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.047,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.067,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.ejmech.2012.09.015,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.016,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.08.046,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.011,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.006,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.08.020,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.001,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.030,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.034,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2018.05.031,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/acs.jmedchem.8b00085,Journal of Medicinal Chemistry,2018,American Chemical Society (ACS)
10.1021/acs.jmedchem.8b00571,Journal of Medicinal Chemistry,2018,American Chemical Society (ACS)
10.1021/acs.jmedchem.8b00447,Journal of Medicinal Chemistry,2018,American Chemical Society (ACS)
10.1016/S0960-894X(01)81084-2,Bioorganic &amp; Medicinal Chemistry Letters,1991,Elsevier BV
10.1016/j.bmcl.2018.05.015,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmcl.2018.05.044,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/jm300260v,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300529u,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.07.003,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2018.05.033,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2018.05.024,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2012.07.051,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2018.05.046,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2018.05.039,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2018.05.013,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1021/acs.jmedchem.8b00549,Journal of Medicinal Chemistry,2018,American Chemical Society (ACS)
10.1016/j.bmc.2012.08.009,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.07.045,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1021/np300282a,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.08.025,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.08.006,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.08.012,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.08.004,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.08.014,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.08.039,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.08.075,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.08.022,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.08.032,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.08.081,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.08.044,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.08.038,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1021/ml100105x,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml1001085,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml200175q,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml3000066,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300049d,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300055n,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3000676,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300146q,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3001566,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300157r,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2010.11.028,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/np100746w,Journal of Natural Products,2010,American Chemical Society (ACS)
10.1016/j.ejmech.2011.03.005,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2018.05.045,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1021/np200343t,Journal of Natural Products,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.10.054,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm201482p,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3001289,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3002982,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300438j,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300337q,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300180r,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300488m,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3002108,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300489v,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300268s,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.05.027,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1021/jm300327h,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300734k,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300592r,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3005465,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300662d,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.08.019,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.07.047,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.07.061,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.004,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.053,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.044,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.069,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.067,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.036,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.043,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.072,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.08.031,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.08.055,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.087,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.011,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.08.086,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1021/np300009w,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1016/j.ejmech.2012.09.035,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.003,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.010,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.005,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.006,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.049,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.027,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.020,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.014,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.019,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.09.036,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.031,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.10.032,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1021/jm100064d,Journal of Medicinal Chemistry,2010,American Chemical Society (ACS)
10.1021/ml100170e,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1016/j.bmc.2018.04.041,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1021/ml300074j,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300083p,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300097g,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300129b,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300133f,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3001352,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300144n,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3001616,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300168e,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300172p,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300175c,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3001775,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3001787,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3001825,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300194f,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300195b,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3001984,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300200p,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300201e,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300212a,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300221t,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300234y,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3002488,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2018.05.042,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmcl.2018.05.052,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmc.2018.05.036,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2018.02.049,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmcl.2018.05.054,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.ejmech.2011.04.032,European Journal of Medicinal Chemistry,2011,Elsevier BV
